timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-29T20:21:48,codecarbon,b81c4c44-26fc-40c5-b8e6-6e3ee34e2eec,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.87742800000706,8.58534203675236e-06,2.611318025470398e-07,1.9753333333333334,0.07370000000000002,3.0,6.757739531800001e-05,8.46851962726518e-08,1.9633462219208014e-05,8.72955427334807e-05,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
