timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T18:42:49,codecarbon,cd2ad24b-5bca-4d73-b091-c542d7ded00d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.833009249996394,1.059400397008445e-06,1.8162158700658668e-07,1.7906000000000002,0.0081,3.0,5.8784604898029735e-06,3.6028877372988115e-08,4.8574673275046125e-06,1.0771956694680573e-05,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
