timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T18:42:19,codecarbon,4f749e78-7e1a-443e-b607-083772210c96,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.71924074999697,4.9329625558947445e-06,4.601970112385188e-07,1.7413333333333332,0.015300000000000003,3.0,4.029559672587559e-05,3.936802171268341e-08,9.823274930846915e-06,5.015823967843519e-05,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
