transfer_fee,from_club_id,to_club_id,player_id,transfer_date,age
4500000.0,89,1421,355369,1738540800000000000,17.0
3500000.0,276,865,372445,1738540800000000000,19.0
18000000.0,1421,543,414908,1738540800000000000,33.0
5000000.0,610,16,448705,1738540800000000000,36.0
13000000.0,813,150,459463,1738540800000000000,26.0
60000000.0,720,281,466805,1738540800000000000,19.0
8500000.0,317,12,485584,1738540800000000000,18.0
1500000.0,409,244,519184,1738540800000000000,27.0
13000000.0,940,1047,523318,1738540800000000000,19.0
715000.0,370,1244,535959,1738540800000000000,19.0
6500000.0,434,79,539798,1738540800000000000,27.0
8000000.0,969,273,551505,1738540800000000000,32.0
32000000.0,234,5,552955,1738540800000000000,24.0
50000.0,206,369,564530,1738540800000000000,24.0
5250000.0,520,273,565406,1738540800000000000,22.0
1600000.0,144,1047,571271,1738540800000000000,24.0
500000.0,1101,5817,585202,1738540800000000000,30.0
2000000.0,142,1047,633306,1738540800000000000,21.0
4000000.0,443,398,644408,1738540800000000000,19.0
5000000.0,583,430,651005,1738540800000000000,19.0
10000000.0,2919,5,659516,1738540800000000000,25.0
4000000.0,62,607,666268,1738540800000000000,21.0
3000000.0,3268,2420,666539,1738540800000000000,20.0
13000000.0,79,273,690799,1738540800000000000,31.0
1300000.0,21101,1435,715510,1738540800000000000,32.0
5000000.0,2424,1421,717585,1738540800000000000,31.0
2750000.0,610,206,787907,1738540800000000000,29.0
200000.0,3166,3268,805065,1738540800000000000,29.0
2500000.0,282,826,819566,1738540800000000000,23.0
1000000.0,173,276,851385,1738540800000000000,27.0
2000000.0,1029,130,856530,1738540800000000000,25.0
12000000.0,159,543,862297,1738540800000000000,21.0
1600000.0,28,8024,868622,1738540800000000000,24.0
6430000.0,10010,336,875328,1738540800000000000,21.0
8000000.0,4,79,924117,1738540800000000000,20.0
1650000.0,1146,520,950874,1738540800000000000,21.0
1000000.0,1162,23826,955448,1738540800000000000,19.0
100000.0,28107,520,967257,1738540800000000000,22.0
500000.0,276,273,977877,1738540800000000000,20.0
9500000.0,276,398,982855,1738540800000000000,19.0
15000000.0,618,631,1010854,1738540800000000000,23.0
500000.0,30857,968,1029619,1738540800000000000,20.0
3000000.0,1286,720,1152154,1738540800000000000,33.0
335000.0,5818,369,1230462,1738540800000000000,30.0
1200000.0,2410,232,217686,1738454400000000000,28.0
1800000.0,452,2919,312819,1738454400000000000,23.0
13000000.0,273,24,368891,1738454400000000000,22.0
13000000.0,631,416,622380,1738454400000000000,25.0
1500000.0,2727,1005,649490,1738454400000000000,21.0
4500000.0,413,89,838236,1738454400000000000,19.0
30000000.0,1005,985,926952,1738454400000000000,21.0
150000.0,829,2381,190268,1738368000000000000,22.0
10000000.0,2919,800,539134,1738368000000000000,21.0
300000.0,1063,1177,589139,1738368000000000000,19.0
3000000.0,1108,621,1054934,1738368000000000000,22.0
10000000.0,1059,533,1067904,1738368000000000000,22.0
1800000.0,9249,985,1078163,1738368000000000000,24.0
800000.0,603,265,182688,1738281600000000000,27.0
8000000.0,294,60,342967,1738281600000000000,20.0
3000000.0,1435,610,374326,1738281600000000000,26.0
19000000.0,273,244,418659,1738281600000000000,21.0
700000.0,7378,2420,567497,1738281600000000000,29.0
3350000.0,1053,2288,579295,1738281600000000000,25.0
10750000.0,22,1237,581330,1738281600000000000,29.0
350000.0,1277,3948,659317,1738281600000000000,20.0
150000.0,12275,1063,799924,1738281600000000000,22.0
6700000.0,159,36,851551,1738281600000000000,30.0
9000000.0,585,720,1004725,1738281600000000000,22.0
3500000.0,607,252,566615,1738195200000000000,28.0
50000000.0,583,23826,566931,1738195200000000000,24.0
800000.0,7378,2431,574352,1738195200000000000,23.0
100000.0,17484,3725,584139,1738195200000000000,30.0
800000.0,41133,3329,724966,1738195200000000000,26.0
1500000.0,967,605,1083607,1738195200000000000,18.0
350000.0,11912,157,1285174,1738195200000000000,18.0
500000.0,2719,2919,381706,1738108800000000000,18.0
1000000.0,366,607,527698,1738108800000000000,23.0
500000.0,383,290,539665,1738108800000000000,26.0
700000.0,6107,601,622871,1738108800000000000,25.0
1000000.0,12423,366,633056,1738108800000000000,28.0
1800000.0,2919,430,210178,1738022400000000000,24.0
450000.0,468,317,250591,1738022400000000000,23.0
1000000.0,969,39,324811,1738022400000000000,28.0
400000.0,43,276,586984,1738022400000000000,20.0
1000000.0,2431,1005,728485,1738022400000000000,24.0
240000.0,71085,5724,888517,1738022400000000000,24.0
2000000.0,86175,605,1111051,1738022400000000000,22.0
1250000.0,2431,1005,1112449,1738022400000000000,18.0
500000.0,3385,683,198015,1737936000000000000,22.0
10000000.0,273,371,329812,1737936000000000000,19.0
12000000.0,371,273,489463,1737936000000000000,26.0
5500000.0,969,368,607034,1737936000000000000,19.0
7000000.0,3,27,607720,1737936000000000000,27.0
100000.0,116,2740,636756,1737936000000000000,20.0
2500000.0,2503,683,701325,1737936000000000000,23.0
800000.0,8524,2727,805484,1737936000000000000,22.0
6000000.0,366,281,1121298,1737936000000000000,20.0
2550000.0,1293,3948,1250976,1737936000000000000,29.0
1500000.0,2740,55686,889438,1737763200000000000,22.0
800000.0,800,12,244192,1737676800000000000,24.0
2350000.0,623,157,289648,1737676800000000000,21.0
750000.0,142,2424,372051,1737676800000000000,26.0
400000.0,1100,43,437852,1737676800000000000,26.0
4500000.0,317,610,559324,1737676800000000000,25.0
500000.0,3592,63007,623319,1737676800000000000,20.0
26000000.0,244,24,659542,1737676800000000000,27.0
850000.0,1701,2424,927714,1737676800000000000,31.0
2500000.0,679,1467,957874,1737676800000000000,29.0
300000.0,3349,2431,198638,1737590400000000000,27.0
11470000.0,405,36,329145,1737590400000000000,25.0
1900000.0,78435,265,330126,1737590400000000000,26.0
75000000.0,24,281,445939,1737590400000000000,24.0
5960000.0,7160,141,452084,1737590400000000000,24.0
5000000.0,610,12,557407,1737590400000000000,26.0
7000000.0,1096,130,663237,1737590400000000000,25.0
1000000.0,2432,2420,830452,1737590400000000000,25.0
2200000.0,2431,2425,919262,1737590400000000000,21.0
3000000.0,3654,2282,1285176,1737590400000000000,25.0
1500000.0,2919,130,67556,1737504000000000000,24.0
6000000.0,660,449,417228,1737504000000000000,22.0
1300000.0,679,1467,743599,1737504000000000000,20.0
900000.0,347,3329,804661,1737504000000000000,20.0
800000.0,12,826,128969,1737417600000000000,18.0
500000.0,2036,39,392710,1737417600000000000,29.0
3000000.0,2778,58,728924,1737417600000000000,24.0
850000.0,496,157,863900,1737417600000000000,21.0
37000000.0,1023,281,1005575,1737417600000000000,21.0
7000000.0,3368,405,1063329,1737417600000000000,19.0
1500000.0,1237,234,384461,1737331200000000000,21.0
1750000.0,1146,53646,577260,1737331200000000000,28.0
12000000.0,2420,294,699592,1737331200000000000,24.0
1000000.0,48726,85465,748939,1737331200000000000,27.0
40000000.0,826,281,763079,1737331200000000000,24.0
33000000.0,537,964,800175,1737331200000000000,22.0
1000000.0,48726,85465,1045187,1737331200000000000,22.0
2000000.0,609,190,1084714,1737331200000000000,20.0
300000.0,32041,49702,660000,1737158400000000000,23.0
14200000.0,1028,873,967319,1737158400000000000,22.0
14000000.0,2282,82,432982,1737072000000000000,27.0
70000000.0,6195,583,502670,1737072000000000000,26.0
1000000.0,3225,354,583919,1736985600000000000,28.0
2500000.0,623,269,683812,1736985600000000000,22.0
2750000.0,1053,252,890385,1736985600000000000,19.0
3000000.0,130,1003,592975,1736899200000000000,27.0
1000000.0,3137,71985,645880,1736899200000000000,25.0
23700000.0,405,677,665390,1736899200000000000,22.0
1200000.0,8510,1421,841121,1736899200000000000,24.0
13800000.0,2420,506,877139,1736899200000000000,25.0
25000000.0,16,405,326029,1736812800000000000,21.0
1500000.0,39536,2832,332612,1736726400000000000,20.0
2500000.0,738,6890,469976,1736726400000000000,20.0
650000.0,1092,370,503865,1736726400000000000,32.0
1000000.0,3840,6890,517376,1736726400000000000,20.0
500000.0,3592,85465,549960,1736726400000000000,21.0
160000.0,1467,7160,605266,1736726400000000000,34.0
15000000.0,1041,1047,395237,1736640000000000000,19.0
250000.0,43119,53646,653832,1736640000000000000,23.0
2500000.0,7945,1421,1126894,1736640000000000000,22.0
650000.0,6632,1421,1137808,1736640000000000000,31.0
350000.0,496,1091,224672,1736553600000000000,31.0
13000000.0,122,162,565821,1736553600000000000,20.0
4500000.0,82,23826,327251,1736467200000000000,27.0
2500000.0,167,368,345886,1736467200000000000,27.0
2000000.0,7633,58,540315,1736467200000000000,23.0
350000.0,85465,53646,717391,1736467200000000000,24.0
2000000.0,208,826,525140,1736380800000000000,29.0
500000.0,208,306,628042,1736380800000000000,24.0
20000000.0,1421,543,683895,1736380800000000000,23.0
4850000.0,19309,1184,893659,1736380800000000000,35.0
5000000.0,1423,180,986298,1736380800000000000,28.0
14000000.0,826,273,191056,1736294400000000000,28.0
1700000.0,533,79,293281,1736294400000000000,26.0
950000.0,504,370,448883,1736294400000000000,21.0
180000.0,7569,10690,620722,1736294400000000000,19.0
6000000.0,687,130,661212,1736294400000000000,26.0
2000000.0,260,607,698560,1736294400000000000,24.0
500000.0,1005,6195,724178,1736294400000000000,21.0
2100000.0,1096,1047,290537,1736208000000000000,26.0
250000.0,601,157,387990,1736208000000000000,21.0
1000000.0,1059,354,504245,1736208000000000000,27.0
150000.0,13466,3057,538072,1736208000000000000,21.0
1800000.0,62,172,585068,1736208000000000000,22.0
1100000.0,937,30857,916623,1736208000000000000,25.0
2300000.0,738,520,923838,1736208000000000000,26.0
8000000.0,333,989,1009658,1736208000000000000,23.0
12000000.0,150,1047,1061282,1736208000000000000,25.0
100000.0,7001,601,1111050,1736208000000000000,25.0
16500000.0,62,148,725912,1736035200000000000,29.0
150000.0,4040,53646,597290,1735948800000000000,24.0
200000.0,4040,18303,646153,1735948800000000000,19.0
2000000.0,48,2036,187097,1735862400000000000,24.0
84000.0,1194,43,290801,1735862400000000000,20.0
270000.0,432,2778,297990,1735862400000000000,20.0
1500000.0,2440,989,994604,1735862400000000000,25.0
450000.0,23371,35,1280281,1735862400000000000,22.0
3000000.0,626,383,925862,1735776000000000000,18.0
9000000.0,1041,533,1018259,1735776000000000000,25.0
20000000.0,18544,273,182893,1735689600000000000,25.0
12000000.0,383,114977,316889,1735689600000000000,26.0
1500000.0,710,269,469709,1735689600000000000,23.0
250000.0,3899,7378,574352,1735689600000000000,23.0
550000.0,4040,48332,608760,1735689600000000000,21.0
300000.0,2976,53646,645137,1735689600000000000,22.0
300000.0,499,200,723008,1735689600000000000,26.0
1920000.0,1444,333,756494,1735689600000000000,22.0
1500000.0,5202,306,899163,1735689600000000000,18.0
13000000.0,69261,1237,996897,1735689600000000000,29.0
125000.0,82801,366,1121298,1735689600000000000,28.0
1200000.0,62,126,248355,1726185600000000000,23.0
6000000.0,60,141,332798,1726185600000000000,21.0
500000.0,999,589,461657,1726185600000000000,21.0
500000.0,648,3719,268167,1726099200000000000,24.0
700000.0,255,2293,322288,1726099200000000000,21.0
6000000.0,3302,932,387687,1726099200000000000,23.0
2000000.0,144,2698,619279,1726099200000000000,18.0
200000.0,790,49702,320864,1726012800000000000,25.0
2000000.0,8970,2698,453864,1726012800000000000,22.0
300000.0,7769,44006,159288,1725926400000000000,25.0
2000000.0,2420,232,314944,1725926400000000000,22.0
3500000.0,1064,2441,492955,1725926400000000000,22.0
5000000.0,609,121,401534,1725667200000000000,22.0
300000.0,33206,48332,624808,1725580800000000000,29.0
90000.0,45418,2293,1173760,1725580800000000000,29.0
2000000.0,964,2696,395659,1725494400000000000,30.0
2500000.0,1075,449,655899,1725494400000000000,32.0
4000000.0,244,1041,164771,1725408000000000000,30.0
100000.0,41101,2832,346903,1725408000000000000,29.0
2500000.0,10690,338,502842,1725408000000000000,27.0
1500000.0,48325,3948,509463,1725408000000000000,28.0
1000000.0,132,157,568373,1725408000000000000,27.0
1000000.0,4284,1184,806614,1725408000000000000,28.0
12000000.0,141,294,382528,1725321600000000000,27.0
500000.0,1162,417,211474,1725235200000000000,26.0
1480000.0,1177,2778,293279,1725235200000000000,25.0
2200000.0,417,234,313094,1725235200000000000,26.0
7000000.0,159,234,365394,1725235200000000000,24.0
800000.0,336,2431,448466,1725235200000000000,24.0
5000000.0,3329,720,478365,1725235200000000000,26.0
1500000.0,443,190,568318,1725235200000000000,24.0
1400000.0,172,678,649035,1725235200000000000,23.0
7000000.0,2778,383,800976,1725235200000000000,26.0
19000000.0,2778,336,807386,1725235200000000000,23.0
4000000.0,144,3948,548028,1725062400000000000,23.0
1350000.0,58,678,581106,1725062400000000000,22.0
1200000.0,156,234,859218,1725062400000000000,25.0
11900000.0,873,543,110864,1724976000000000000,23.0
400000.0,206,5724,237436,1724976000000000000,23.0
3500000.0,167,2036,251302,1724976000000000000,21.0
1500000.0,2740,44006,254985,1724976000000000000,24.0
30500000.0,985,6195,315969,1724976000000000000,21.0
4500000.0,1041,3911,325223,1724976000000000000,22.0
8000000.0,8023,273,329812,1724976000000000000,21.0
29700000.0,11,873,340324,1724976000000000000,22.0
5000000.0,749,416,345458,1724976000000000000,26.0
5000000.0,148,150,348795,1724976000000000000,21.0
7100000.0,350,371,389253,1724976000000000000,22.0
4000000.0,6574,124,390177,1724976000000000000,23.0
20000000.0,234,23826,420210,1724976000000000000,21.0
14000000.0,1237,6195,423744,1724976000000000000,22.0
21400000.0,11,180,427568,1724976000000000000,22.0
18000000.0,82,873,434224,1724976000000000000,26.0
2500000.0,9644,607,439914,1724976000000000000,20.0
10000000.0,232,964,464259,1724976000000000000,25.0
1200000.0,511,371,468264,1724976000000000000,21.0
50000000.0,583,985,476701,1724976000000000000,23.0
11000000.0,167,371,565435,1724976000000000000,18.0
4000000.0,7160,533,618898,1724976000000000000,22.0
10000000.0,968,618,655012,1724976000000000000,22.0
20000000.0,190,681,660438,1724976000000000000,22.0
11750000.0,1091,82,669380,1724976000000000000,19.0
4000000.0,1421,3911,671594,1724976000000000000,18.0
2000000.0,272,410,671799,1724976000000000000,21.0
11000000.0,294,703,673492,1724976000000000000,19.0
11800000.0,1096,130,707844,1724976000000000000,22.0
10000000.0,157,1082,724129,1724976000000000000,18.0
150000.0,41101,1005,724178,1724976000000000000,20.0
700000.0,723,202,793099,1724976000000000000,21.0
22000000.0,2462,543,800176,1724976000000000000,20.0
6000000.0,7788,533,875332,1724976000000000000,20.0
2500000.0,826,276,977877,1724976000000000000,22.0
400000.0,7443,1132,982081,1724976000000000000,21.0
6500000.0,12179,46,993645,1724976000000000000,16.0
5000000.0,2417,430,1144700,1724976000000000000,17.0
30000000.0,631,6195,96341,1724889600000000000,25.0
2380000.0,1132,610,228645,1724889600000000000,18.0
2000000.0,162,416,249730,1724889600000000000,19.0
12000000.0,506,31,341092,1724889600000000000,26.0
5000000.0,366,331,541555,1724889600000000000,21.0
4000000.0,157,39,562948,1724889600000000000,18.0
850000.0,681,237,563137,1724889600000000000,21.0
4200000.0,7,417,566025,1724889600000000000,30.0
20500000.0,1184,1003,654982,1724889600000000000,25.0
500000.0,2432,2424,862628,1724889600000000000,17.0
5000000.0,995,543,955253,1724889600000000000,30.0
2500000.0,44,1047,160938,1724803200000000000,26.0
54700000.0,800,506,360518,1724803200000000000,24.0
9500000.0,1031,677,392591,1724803200000000000,26.0
3000000.0,2727,607,707809,1724803200000000000,22.0
18000000.0,180,614,748319,1724803200000000000,20.0
4000000.0,1106,1025,961022,1724803200000000000,22.0
3000000.0,738,130,1028162,1724803200000000000,23.0
12000000.0,210,1148,1086375,1724803200000000000,20.0
2000000.0,720,1108,302371,1724716800000000000,20.0
32000000.0,681,11,338424,1724716800000000000,17.0
30000000.0,1049,31,502676,1724716800000000000,21.0
8500000.0,1005,533,569387,1724716800000000000,19.0
13600000.0,1804,336,572675,1724716800000000000,20.0
9000000.0,1132,79,620598,1724716800000000000,31.0
2500000.0,1114,12,631927,1724716800000000000,28.0
6000000.0,607,1041,670096,1724716800000000000,24.0
20000000.0,1184,631,834397,1724716800000000000,26.0
12000000.0,1030,964,851111,1724716800000000000,26.0
2000000.0,13,1108,953901,1724716800000000000,22.0
5000000.0,1038,130,1086619,1724716800000000000,21.0
450000.0,723,1269,315211,1724630400000000000,21.0
29500000.0,371,1237,406634,1724630400000000000,19.0
1100000.0,133,1435,703772,1724630400000000000,25.0
150000.0,8817,1269,720791,1724630400000000000,23.0
1000000.0,30204,1005,805886,1724630400000000000,22.0
896000.0,12179,2425,985683,1724630400000000000,30.0
600000.0,79389,3329,1153105,1724630400000000000,32.0
14200000.0,1132,677,401320,1724544000000000000,20.0
680000.0,2741,3719,494954,1724544000000000000,29.0
11000000.0,720,703,498237,1724544000000000000,22.0
8000000.0,941,533,620217,1724544000000000000,21.0
10300000.0,131,273,666974,1724544000000000000,28.0
6000000.0,6767,1047,948294,1724544000000000000,21.0
30000000.0,36,1237,369316,1724457600000000000,20.0
4000000.0,3524,449,422281,1724457600000000000,20.0
1300000.0,1465,157,481628,1724457600000000000,32.0
17700000.0,289,677,559794,1724457600000000000,27.0
4500000.0,1059,720,1063292,1724457600000000000,22.0
5900000.0,873,1003,108354,1724371200000000000,30.0
3000000.0,44,533,203123,1724371200000000000,28.0
29500000.0,873,931,260827,1724371200000000000,29.0
250000.0,41133,63007,530673,1724371200000000000,32.0
900000.0,467,317,547499,1724371200000000000,25.0
2500000.0,7769,410,568617,1724371200000000000,25.0
11000000.0,496,667,579928,1724371200000000000,25.0
1700000.0,2068,121,667974,1724371200000000000,30.0
600000.0,9899,1091,674501,1724371200000000000,25.0
18000000.0,1010,12321,857818,1724371200000000000,19.0
15000000.0,13,720,991268,1724371200000000000,25.0
200000.0,865,5724,218085,1724284800000000000,21.0
1200000.0,1108,1049,278837,1724284800000000000,22.0
23550000.0,1132,931,333014,1724284800000000000,20.0
20000000.0,416,800,357992,1724284800000000000,20.0
18000000.0,415,1050,484988,1724284800000000000,22.0
5000000.0,1132,826,491296,1724284800000000000,29.0
1100000.0,1064,618,536156,1724284800000000000,28.0
23600000.0,31,1148,541231,1724284800000000000,28.0
10000000.0,1041,667,910905,1724284800000000000,25.0
500000.0,369,200,320421,1724198400000000000,20.0
800000.0,448,3329,344457,1724198400000000000,30.0
52000000.0,13,631,462250,1724198400000000000,20.0
28000000.0,294,6195,469822,1724198400000000000,30.0
350000.0,1100,369,482107,1724198400000000000,30.0
42000000.0,631,13,488362,1724198400000000000,21.0
12000000.0,180,667,557612,1724198400000000000,25.0
500000.0,3725,75231,567023,1724198400000000000,21.0
6000000.0,985,265,676318,1724198400000000000,29.0
100000.0,3840,26459,718123,1724198400000000000,24.0
350000.0,16104,1177,935358,1724198400000000000,22.0
14000000.0,26,1050,937941,1724198400000000000,18.0
10000000.0,383,162,364245,1724112000000000000,27.0
12000000.0,3329,1050,712107,1724112000000000000,23.0
15000000.0,336,180,880245,1724112000000000000,23.0
600000.0,190,1063,953004,1724112000000000000,18.0
23500000.0,148,1003,406638,1724025600000000000,28.0
2200000.0,1533,3709,461843,1724025600000000000,25.0
46700000.0,399,1237,538977,1724025600000000000,26.0
350000.0,173,1435,656132,1724025600000000000,21.0
1350000.0,3938,12179,993645,1724025600000000000,23.0
7000000.0,1247,417,1089202,1724025600000000000,23.0
4000000.0,237,16704,339699,1723852800000000000,18.0
18000000.0,15,533,552057,1723852800000000000,22.0
20000000.0,162,5,569598,1723852800000000000,26.0
700000.0,1245,520,679050,1723852800000000000,27.0
50000000.0,273,583,914562,1723852800000000000,29.0
10000000.0,6643,273,957461,1723852800000000000,25.0
1200000.0,279,232,254003,1723766400000000000,21.0
10600000.0,164,677,292139,1723766400000000000,24.0
3000000.0,1184,415,429259,1723766400000000000,33.0
17600000.0,405,180,533662,1723766400000000000,31.0
2000000.0,631,667,655006,1723766400000000000,28.0
37000000.0,720,989,711337,1723766400000000000,26.0
29300000.0,1132,148,743498,1723766400000000000,26.0
12000000.0,3938,703,745191,1723766400000000000,26.0
2000000.0,964,14589,811544,1723766400000000000,26.0
3120000.0,7378,157,840836,1723766400000000000,27.0
6500000.0,370,12321,476219,1723680000000000000,26.0
1800000.0,380,1005,386552,1723593600000000000,27.0
9900000.0,1123,371,434223,1723593600000000000,21.0
1300000.0,828,157,492715,1723593600000000000,20.0
2500000.0,418,366,623521,1723593600000000000,20.0
31500000.0,39,1237,700106,1723593600000000000,22.0
2000000.0,9249,252,728733,1723593600000000000,21.0
5000000.0,1184,1047,749552,1723593600000000000,18.0
4000000.0,150,1050,246968,1723507200000000000,25.0
500000.0,1083,130,300532,1723507200000000000,25.0
45000000.0,27,985,326031,1723507200000000000,25.0
15000000.0,27,985,340456,1723507200000000000,21.0
2000000.0,200,466,345591,1723507200000000000,24.0
4000000.0,41231,964,371856,1723507200000000000,21.0
17600000.0,985,379,477758,1723507200000000000,23.0
10000000.0,131,989,513970,1723507200000000000,20.0
1200000.0,2778,1435,527896,1723507200000000000,17.0
6000000.0,162,667,659518,1723507200000000000,25.0
27000000.0,826,244,659542,1723507200000000000,21.0
21000000.0,2282,23826,894914,1723507200000000000,23.0
15000000.0,148,5,476344,1723420800000000000,26.0
23400000.0,31,1148,559263,1723420800000000000,21.0
75000000.0,281,13,576024,1723420800000000000,25.0
28500000.0,533,16,578392,1723420800000000000,20.0
1000000.0,1008,370,646189,1723420800000000000,21.0
5000000.0,337,273,667517,1723420800000000000,22.0
1100000.0,1775,2425,856592,1723420800000000000,23.0
80000.0,2029,982,870390,1723420800000000000,19.0
9000000.0,1421,430,893675,1723420800000000000,19.0
4000000.0,610,244,229604,1723334400000000000,26.0
60000000.0,543,631,487465,1723334400000000000,30.0
16000000.0,415,162,1005240,1723334400000000000,21.0
64300000.0,989,148,258889,1723248000000000000,22.0
700000.0,9644,2832,379209,1723248000000000000,30.0
225000.0,1894,5817,523965,1723248000000000000,28.0
600000.0,1092,605,929878,1723248000000000000,20.0
55000000.0,23826,131,293385,1723161600000000000,24.0
26700000.0,1237,79,339314,1723161600000000000,22.0
1500000.0,3654,306,542684,1723161600000000000,19.0
40000000.0,24,583,661171,1723161600000000000,22.0
3000000.0,6621,618,729872,1723161600000000000,25.0
200000.0,1390,475,736034,1723161600000000000,24.0
900000.0,4947,75231,1030739,1723161600000000000,19.0
500000.0,190,865,104918,1723075200000000000,24.0
250000.0,1132,385,289510,1723075200000000000,19.0
2000000.0,1435,244,315253,1723075200000000000,31.0
20900000.0,252,800,554903,1723075200000000000,30.0
11600000.0,350,762,609556,1723075200000000000,22.0
700000.0,9262,903,647280,1723075200000000000,24.0
300000.0,19789,2832,701845,1723075200000000000,33.0
1350000.0,84,826,718312,1723075200000000000,23.0
100000.0,18303,1064,775709,1723075200000000000,27.0
16500000.0,189,631,1145504,1723075200000000000,27.0
5000000.0,2424,190,742095,1722988800000000000,23.0
5000000.0,16,89,798043,1722988800000000000,24.0
500000.0,8652,2420,1047860,1722988800000000000,26.0
3000000.0,800,273,275303,1722902400000000000,18.0
5350000.0,1096,410,361068,1722902400000000000,28.0
1000000.0,28643,208,525140,1722902400000000000,25.0
4000000.0,46,368,569384,1722902400000000000,24.0
1830000.0,10690,449,665048,1722902400000000000,26.0
1000000.0,10157,3725,713071,1722902400000000000,21.0
27000000.0,16,379,75489,1722816000000000000,33.0
1000000.0,24,265,111275,1722816000000000000,25.0
1000000.0,3725,2696,371627,1722816000000000000,23.0
9500000.0,122,533,434116,1722816000000000000,21.0
2500000.0,170,1184,669632,1722816000000000000,35.0
59920000.0,294,583,670681,1722816000000000000,23.0
150000.0,61825,10690,795280,1722816000000000000,22.0
4000000.0,496,244,328609,1722729600000000000,24.0
18000000.0,1123,141,553469,1722729600000000000,24.0
2000000.0,238,410,222855,1722643200000000000,18.0
32000000.0,1050,13,238407,1722643200000000000,21.0
3600000.0,366,605,282727,1722643200000000000,23.0
