timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T17:38:01,codecarbon,7939b645-c1e9-4c90-beb0-875ee93da877,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.148986959000467,8.006146623256137e-06,6.58997054674164e-07,2.053,0.16939999999999997,3.0,6.604806293968026e-05,7.223836730125324e-07,1.463585166745664e-05,8.140629828014943e-05,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
