timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T18:43:39,codecarbon,33a6ad0f-e21c-45af-8ca0-7509d59e4bcb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.147803791012848,7.647955150832718e-07,1.4856733980779708e-07,1.891,0.005399999999999999,3.0,3.444119855608977e-06,1.6605358139691122e-08,4.315696422515127e-06,7.776421636263796e-06,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
