timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T13:27:46,codecarbon,298b369d-7f2a-42a6-a3a3-d1503d8d5555,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.871582209001645,6.021275874435912e-06,4.6779609349229635e-07,6.887333333333335,0.0228,3.0,4.983748154254743e-05,5.971381485378539e-08,1.1326986877478097e-05,6.122418223487932e-05,Brazil,BRA,rio de janeiro,,,macOS-15.1.1-arm64-arm-64bit,3.12.8,3.0.2,8,Apple M1,1,Apple M1,-43.1054,-22.8896,8.0,machine,N,1.0
